City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
230,Normandin,CA,2019-11-12 03:29:16,48.84,-72.53,14.0,78,90,5.82,heavy snow,0.0,0.0
231,Mehran,IR,2019-11-12 03:29:16,33.12,46.17,41.0,52,0,6.93,clear sky,0.0,0.0
232,Te Anau,NZ,2019-11-12 03:29:16,-45.41,167.72,54.93,68,99,8.14,overcast clouds,0.0,0.0
233,Saint Anthony,US,2019-11-12 03:29:16,43.97,-111.68,26.6,45,1,3.89,clear sky,0.0,0.0
234,Iquitos,PE,2019-11-12 03:29:16,-3.75,-73.25,75.2,94,90,3.36,light intensity drizzle,0.0,0.0
235,Awjilah,LY,2019-11-12 03:29:16,29.14,21.3,70.9,31,100,11.97,overcast clouds,0.0,0.0
236,Beloha,MG,2019-11-12 03:29:17,-25.17,45.06,71.55,78,99,14.85,overcast clouds,0.0,0.0
237,Denpasar,ID,2019-11-12 03:27:22,-8.65,115.22,87.8,66,40,9.17,scattered clouds,0.0,0.0
238,Moindou,NC,2019-11-12 03:29:17,-21.69,165.68,80.6,42,20,16.11,few clouds,0.0,0.0
239,Karatau,KZ,2019-11-12 03:29:18,43.18,70.46,34.0,74,0,1.99,clear sky,0.0,0.0
240,Rocha,UY,2019-11-12 03:29:18,-34.48,-54.34,54.36,94,31,9.86,scattered clouds,0.0,0.0
241,Tazovskiy,RU,2019-11-12 03:29:18,67.47,78.7,-2.6,84,100,7.34,overcast clouds,0.0,0.0
242,Hilton Head Island,US,2019-11-12 03:29:18,32.16,-80.75,66.99,82,75,4.7,broken clouds,0.0,0.0
243,Turukhansk,RU,2019-11-12 03:29:18,65.8,87.96,-3.7,99,100,3.98,light snow,0.0,0.25
244,Bushehr,IR,2019-11-12 03:29:19,28.97,50.84,71.6,77,0,1.92,clear sky,0.0,0.0
245,Rawson,AR,2019-11-12 03:29:19,-43.3,-65.11,55.6,85,91,0.54,overcast clouds,0.0,0.0
246,Pangody,RU,2019-11-12 03:29:19,65.85,74.49,2.14,96,100,11.12,light snow,0.0,0.44
247,Sawtell,AU,2019-11-12 03:29:19,-30.38,153.1,96.8,61,90,21.92,overcast clouds,0.0,0.0
248,Awash,ET,2019-11-12 03:29:20,8.99,40.17,65.34,68,100,2.24,overcast clouds,0.0,0.0
249,Kaitangata,NZ,2019-11-12 03:29:20,-46.28,169.85,57.0,66,41,10.0,scattered clouds,0.0,0.0
250,Zonguldak,TR,2019-11-12 03:29:20,41.25,31.83,51.75,53,12,5.35,few clouds,0.0,0.0
251,Mala Tokmachka,UA,2019-11-12 03:29:20,47.53,35.9,50.0,100,90,2.24,fog,0.0,0.0
252,Santa Vitoria Do Palmar,BR,2019-11-12 03:29:21,-33.52,-53.37,60.82,80,11,11.41,few clouds,0.0,0.0
253,Hobyo,SO,2019-11-12 03:29:21,5.35,48.53,76.82,80,7,11.23,clear sky,0.0,0.0
254,Yuksekova,TR,2019-11-12 03:29:21,37.57,44.29,33.8,64,0,6.93,clear sky,0.0,0.0
255,Mineral Wells,US,2019-11-12 03:29:21,32.81,-98.11,32.0,54,1,24.16,clear sky,0.0,0.0
256,Sukumo,JP,2019-11-12 03:29:21,32.94,132.72,65.3,57,0,12.77,clear sky,0.0,0.0
257,Tateyama,JP,2019-11-12 03:29:21,36.66,137.31,64.99,51,40,6.93,light intensity shower rain,0.0,0.0
258,Rudnogorsk,RU,2019-11-12 03:29:22,57.27,103.75,-4.4,86,100,8.43,overcast clouds,0.0,0.0
259,San Pedro,AR,2019-11-12 03:29:22,-33.68,-59.66,66.99,75,0,3.0,clear sky,0.0,0.0
260,Kodiak,US,2019-11-12 03:29:22,39.95,-94.76,15.8,61,1,12.75,clear sky,0.0,0.0
261,Lahaina,US,2019-11-12 03:25:53,20.87,-156.68,80.6,69,40,13.87,light rain,0.0,0.0
262,Ammon,US,2019-11-12 03:29:23,43.47,-111.97,26.6,44,1,2.26,clear sky,0.0,0.0
263,Mitu,IR,2019-11-12 03:29:23,36.2,46.09,35.73,32,0,5.59,clear sky,0.0,0.0
264,Bazarnyy Syzgan,RU,2019-11-12 03:29:23,53.75,46.75,32.34,96,58,7.09,broken clouds,0.0,0.0
265,Laguna,BZ,2019-11-12 03:29:23,16.17,-88.94,77.0,94,75,0.85,broken clouds,0.0,0.0
266,Preeceville,CA,2019-11-12 03:29:23,51.95,-102.67,-1.83,87,0,9.55,clear sky,0.0,0.0
267,Ponazyrevo,RU,2019-11-12 03:29:23,58.36,46.31,34.48,96,99,9.44,overcast clouds,0.0,0.0
268,Vilyuysk,RU,2019-11-12 03:29:24,63.75,121.63,-11.98,90,100,6.93,overcast clouds,0.0,0.0
269,Sigli,ID,2019-11-12 03:29:24,5.38,95.96,81.43,70,100,2.59,overcast clouds,0.0,0.0
270,Humaita,AR,2019-11-12 03:29:24,-24.93,-65.37,73.4,77,100,4.09,overcast clouds,0.0,0.0
271,Batagay-Alyta,RU,2019-11-12 03:29:24,67.8,130.41,-3.09,94,100,4.43,overcast clouds,0.0,0.0
272,Limon,US,2019-11-12 03:29:24,39.26,-103.69,19.99,84,1,4.7,clear sky,0.0,0.0
273,Bathsheba,BB,2019-11-12 03:29:25,13.22,-59.52,82.4,78,75,16.11,shower rain,0.0,0.0
274,Sanjwal,PK,2019-11-12 03:29:25,33.76,72.43,59.0,87,75,4.7,smoke,0.0,0.0
275,Kars,TR,2019-11-12 03:29:25,40.61,43.1,17.6,85,78,3.36,broken clouds,0.0,0.0
276,West Plains,US,2019-11-12 03:29:25,36.73,-91.85,25.0,79,75,12.75,broken clouds,0.0,0.0
277,Lypcha,UA,2019-11-12 03:29:25,48.26,23.37,46.99,75,100,8.05,overcast clouds,0.0,0.0
278,Marsh Harbour,BS,2019-11-12 03:29:26,26.54,-77.06,77.52,70,0,15.41,clear sky,0.0,0.0
279,Leshukonskoye,RU,2019-11-12 03:29:26,64.9,45.76,17.1,85,100,9.66,overcast clouds,0.0,0.0
280,Soyo,AO,2019-11-12 03:29:26,-6.13,12.37,77.99,85,94,2.89,light rain,0.13,0.0
281,College,US,2019-11-12 03:29:27,64.86,-147.8,24.8,79,90,3.27,overcast clouds,0.0,0.0
282,Oeiras Do Para,BR,2019-11-12 03:29:27,-2.0,-49.85,77.72,81,18,4.14,few clouds,0.0,0.0
283,Norman Wells,CA,2019-11-12 03:29:27,65.28,-126.83,21.2,79,75,10.29,light snow,0.0,0.0
284,Bay Roberts,CA,2019-11-12 03:29:27,47.58,-53.28,39.99,86,75,10.29,broken clouds,0.0,0.0
285,Platanos,GR,2019-11-12 03:29:27,35.47,23.6,75.0,53,40,16.11,scattered clouds,0.0,0.0
286,Guerrero Negro,MX,2019-11-12 03:29:28,27.97,-114.04,63.03,86,0,11.77,clear sky,0.0,0.0
287,Papillion,US,2019-11-12 03:29:02,41.15,-96.04,14.0,61,1,5.82,clear sky,0.0,0.0
288,Nanakuli,US,2019-11-12 03:29:28,21.39,-158.15,82.4,100,90,6.2,moderate rain,0.0,0.0
289,Narrabri,AU,2019-11-12 03:29:28,-30.33,149.78,95.0,6,0,19.46,clear sky,0.0,0.0
290,Lompoc,US,2019-11-12 03:29:28,34.64,-120.46,57.99,93,75,4.14,broken clouds,0.0,0.0
291,Biryusinsk,RU,2019-11-12 03:29:29,55.96,97.82,4.95,75,100,12.57,overcast clouds,0.0,0.0
292,Ambanja,MG,2019-11-12 03:29:29,-13.68,48.45,73.4,100,75,2.91,broken clouds,0.0,0.0
293,Shimoda,JP,2019-11-12 03:29:29,34.7,138.93,69.8,64,20,6.93,few clouds,0.0,0.0
294,Boddam,GB,2019-11-12 03:29:29,57.47,-1.78,46.99,93,75,5.82,light rain,0.0,0.0
295,Wangqing,CN,2019-11-12 03:29:30,43.31,129.76,37.71,25,0,4.36,clear sky,0.0,0.0
296,Nowy Dwor Mazowiecki,PL,2019-11-12 03:29:30,52.43,20.72,43.0,93,75,9.17,broken clouds,0.0,0.0
297,Nikolskoye,RU,2019-11-12 03:29:30,59.7,30.79,35.6,93,90,15.66,overcast clouds,0.0,0.0
298,Torbay,CA,2019-11-12 03:29:30,47.66,-52.73,39.99,86,75,10.29,broken clouds,0.0,0.0
299,Tigil,RU,2019-11-12 03:29:30,57.8,158.67,30.63,88,81,10.02,broken clouds,0.0,0.0
300,Lingao,CN,2019-11-12 03:29:30,19.91,109.69,77.27,86,100,17.52,light rain,1.75,0.0
301,Road Town,VG,2019-11-12 03:29:31,18.42,-64.62,81.0,74,1,5.82,clear sky,0.0,0.0
302,Mazatlan,MX,2019-11-12 03:25:17,23.22,-106.42,82.0,54,90,4.7,overcast clouds,0.0,0.0
303,Wanning,AT,2019-11-12 03:29:31,48.64,13.53,39.99,86,75,4.7,broken clouds,0.0,0.0
304,Kyabram,AU,2019-11-12 03:29:31,-36.31,145.05,71.01,27,0,18.99,clear sky,0.0,0.0
305,Santa Engracia,ES,2019-11-12 03:29:31,41.94,-1.32,46.99,75,75,10.29,broken clouds,0.0,0.0
306,Grand Gaube,MU,2019-11-12 03:29:31,-20.01,57.66,77.0,94,75,5.82,light intensity shower rain,0.0,0.0
307,Itupiranga,BR,2019-11-12 03:29:32,-5.13,-49.33,80.6,88,28,2.24,scattered clouds,0.0,0.0
308,Kirakira,SB,2019-11-12 03:29:32,-10.46,161.92,83.23,70,78,11.72,light rain,0.19,0.0
309,Ranot,TH,2019-11-12 03:29:32,7.78,100.32,82.11,65,100,6.82,overcast clouds,0.0,0.0
310,Zhoucheng,CN,2019-11-12 03:29:32,31.35,119.33,66.2,37,96,8.95,overcast clouds,0.0,0.0
311,Acapulco,MX,2019-11-12 03:29:32,16.86,-99.88,84.2,79,40,4.7,scattered clouds,0.0,0.0
312,Pouebo,NC,2019-11-12 03:29:33,-20.4,164.57,82.89,32,60,3.67,broken clouds,0.0,0.0
313,Kieta,PG,2019-11-12 03:29:33,-6.22,155.63,83.97,69,60,9.57,broken clouds,0.0,0.0
314,Majholi,IN,2019-11-12 03:29:33,23.5,79.93,66.2,72,0,4.7,haze,0.0,0.0
315,Dudinka,RU,2019-11-12 03:29:33,69.41,86.18,1.4,84,40,6.71,light snow,0.0,0.0
316,Yenagoa,NG,2019-11-12 03:29:33,4.92,6.26,73.92,94,74,1.72,broken clouds,0.0,0.0
317,Port Augusta,AU,2019-11-12 03:29:33,-32.49,137.76,66.0,48,36,24.16,scattered clouds,0.0,0.0
318,Kolpashevo,RU,2019-11-12 03:29:34,58.31,82.9,13.28,91,100,14.54,light snow,0.0,1.19
319,Birao,CF,2019-11-12 03:29:34,10.3,22.78,71.13,26,100,4.9,overcast clouds,0.0,0.0
320,Krasnoborsk,RU,2019-11-12 03:29:34,61.56,45.93,35.02,99,100,4.16,moderate rain,3.88,0.0
321,Williston,US,2019-11-12 03:29:34,48.15,-103.62,6.01,84,1,3.36,clear sky,0.0,0.0
322,Ribeira Grande,PT,2019-11-12 03:29:34,38.52,-28.7,60.53,84,17,7.9,few clouds,0.0,0.0
323,Ewa Beach,US,2019-11-12 03:29:34,21.32,-158.01,82.4,78,75,10.29,moderate rain,0.0,0.0
324,Kaili,ID,2019-11-12 03:29:35,-3.46,120.21,65.35,94,100,2.37,moderate rain,3.56,0.0
325,Martapura,ID,2019-11-12 03:29:35,-3.41,114.85,87.8,70,40,6.93,scattered clouds,0.0,0.0
326,Biryukove,UA,2019-11-12 03:29:35,47.96,39.74,44.6,100,90,4.47,fog,0.0,0.0
327,Omsukchan,RU,2019-11-12 03:29:35,62.53,155.8,4.87,94,100,3.58,overcast clouds,0.0,0.0
328,Jalu,LY,2019-11-12 03:29:35,29.03,21.55,70.9,31,100,11.97,overcast clouds,0.0,0.0
329,Coahuayana,MX,2019-11-12 03:29:36,18.62,-100.35,74.23,82,0,2.77,clear sky,0.0,0.0
330,Kankon,IN,2019-11-12 03:29:36,15.02,74.02,80.6,74,0,4.7,haze,0.0,0.0
331,Moroni,GR,2019-11-12 03:29:36,35.09,24.92,75.0,59,20,6.93,few clouds,0.0,0.0
332,Jala,PK,2019-11-12 03:29:36,33.36,71.93,65.25,35,91,3.33,overcast clouds,0.0,0.0
333,Evensk,RU,2019-11-12 03:29:36,61.92,159.24,27.66,96,100,4.65,light snow,0.0,0.63
334,Awbari,LY,2019-11-12 03:29:36,26.59,12.77,55.06,41,63,13.98,broken clouds,0.0,0.0
335,Barcelona,ES,2019-11-12 03:24:54,41.38,2.18,52.0,70,20,10.29,few clouds,0.0,0.0
336,Watrous,CA,2019-11-12 03:29:37,51.67,-105.46,8.26,86,52,14.05,broken clouds,0.0,0.0
337,Bonavista,CA,2019-11-12 03:29:37,48.65,-53.11,36.0,83,29,13.0,scattered clouds,0.0,0.0
338,Lasa,CY,2019-11-12 03:29:37,34.92,32.53,73.4,42,0,6.93,clear sky,0.0,0.0
339,Quthing,LS,2019-11-12 03:29:37,-30.4,27.7,55.51,85,81,1.43,light rain,0.38,0.0
340,Mnogovershinnyy,RU,2019-11-12 03:29:37,53.94,139.92,30.65,98,100,3.31,snow,0.0,2.94
341,Gat,SN,2019-11-12 03:29:38,14.69,-16.54,77.0,44,57,9.42,broken clouds,0.0,0.0
342,Boyolangu,ID,2019-11-12 03:29:38,-8.09,111.9,88.74,51,81,7.92,broken clouds,0.0,0.0
343,Hit,IQ,2019-11-12 03:29:38,33.64,42.83,64.11,25,21,5.75,few clouds,0.0,0.0
344,Laje,BR,2019-11-12 03:29:38,-13.18,-39.42,66.69,99,31,3.71,scattered clouds,0.0,0.0
345,Najran,SA,2019-11-12 03:29:38,17.54,44.22,60.8,48,0,3.09,clear sky,0.0,0.0
346,Taltal,CL,2019-11-12 03:29:38,-25.41,-70.49,55.69,84,84,2.57,broken clouds,0.0,0.0
347,Domazlice,CZ,2019-11-12 03:29:39,49.44,12.93,36.0,100,100,3.36,light rain,0.0,0.0
348,Raudeberg,NO,2019-11-12 03:29:39,61.99,5.14,33.8,47,64,5.82,broken clouds,0.0,0.0
349,Ha Tinh,VN,2019-11-12 03:27:49,18.33,105.9,75.38,73,87,12.46,overcast clouds,0.0,0.0
350,Tura,RU,2019-11-12 03:29:39,64.27,100.22,-21.59,93,81,3.42,broken clouds,0.0,0.0
351,Shenjiamen,CN,2019-11-12 03:29:40,29.96,122.3,67.1,59,78,10.02,broken clouds,0.0,0.0
352,Naliya,IN,2019-11-12 03:29:40,23.26,68.83,77.54,42,0,5.32,clear sky,0.0,0.0
353,Isla Mujeres,MX,2019-11-12 03:29:40,21.23,-86.73,77.0,100,75,3.36,broken clouds,0.0,0.0
354,Kayerkan,RU,2019-11-12 03:29:40,69.35,87.76,1.4,84,40,6.71,light snow,0.0,0.0
355,Moree,AU,2019-11-12 03:29:40,-29.46,149.84,96.8,6,0,18.34,clear sky,0.0,0.0
356,Luwingu,ZM,2019-11-12 03:29:40,-10.26,29.92,68.49,61,0,3.87,clear sky,0.0,0.0
357,Jinhua,CN,2019-11-12 03:27:32,29.11,119.65,66.99,39,97,2.84,overcast clouds,0.0,0.0
358,Pangai,TO,2019-11-12 03:29:41,-19.8,-174.35,75.2,88,75,9.17,broken clouds,0.0,0.0
359,Shasta Lake,US,2019-11-12 03:29:41,40.68,-122.36,73.4,33,1,5.82,clear sky,0.0,0.0
360,Noumea,NC,2019-11-12 03:29:41,-22.28,166.46,80.6,42,20,16.11,few clouds,0.0,0.0
361,Viedma,AR,2019-11-12 03:29:41,-40.81,-62.99,60.69,91,100,12.28,light rain,0.63,0.0
362,Weihe,CN,2019-11-12 03:29:41,32.99,105.33,49.26,87,100,1.81,overcast clouds,0.0,0.0
363,San Patricio,PY,2019-11-12 03:29:42,-26.98,-56.83,71.82,87,76,5.66,broken clouds,0.0,0.0
364,Lahad Datu,MY,2019-11-12 03:29:42,5.02,118.33,86.68,64,100,5.53,overcast clouds,0.0,0.0
365,Radford,US,2019-11-12 03:29:42,37.13,-80.58,57.0,58,75,4.7,broken clouds,0.0,0.0
366,Northam,AU,2019-11-12 03:29:42,-31.65,116.67,77.0,27,0,16.11,clear sky,0.0,0.0
367,Chippewa Falls,US,2019-11-12 03:25:02,44.94,-91.39,9.0,60,1,13.87,clear sky,0.0,0.0
368,Ploemeur,FR,2019-11-12 03:27:08,47.73,-3.43,50.0,87,90,5.82,light rain,0.5,0.0
369,Pacific Grove,US,2019-11-12 03:29:43,36.62,-121.92,66.2,76,1,2.17,clear sky,0.0,0.0
370,Coruripe,BR,2019-11-12 03:29:43,-10.12,-36.18,77.22,81,25,13.02,scattered clouds,0.0,0.0
371,Manacapuru,BR,2019-11-12 03:29:43,-3.3,-60.62,77.0,94,75,3.36,broken clouds,0.0,0.0
372,Vaitape,PF,2019-11-12 03:29:43,-16.52,-151.75,78.78,80,1,16.82,light rain,0.5,0.0
373,Port Lincoln,AU,2019-11-12 03:29:43,-34.72,135.86,58.8,50,91,18.37,overcast clouds,0.0,0.0
374,Darhan,MN,2019-11-12 03:29:43,49.49,105.92,9.54,47,100,15.7,overcast clouds,0.0,0.0
375,Vila Franca Do Campo,PT,2019-11-12 03:29:44,37.72,-25.43,60.8,82,20,3.36,few clouds,0.0,0.0
376,Lerwick,GB,2019-11-12 03:29:44,60.15,-1.15,41.0,86,100,28.86,light rain,0.0,0.0
377,Ugoofaaru,MV,2019-11-12 03:29:44,5.67,73.0,83.43,70,6,7.34,clear sky,0.0,0.0
378,Kruisfontein,ZA,2019-11-12 03:29:44,-34.0,24.73,63.66,94,100,9.31,light rain,0.69,0.0
379,Pasni,PK,2019-11-12 03:29:44,25.26,63.48,67.48,23,0,27.92,clear sky,0.0,0.0
380,Maniitsoq,GL,2019-11-12 03:29:45,65.42,-52.9,31.64,82,100,6.55,light snow,0.0,1.38
381,Ca Mau,VN,2019-11-12 03:25:23,9.18,105.15,87.46,64,0,1.23,clear sky,0.0,0.0
382,Muros,ES,2019-11-12 03:29:45,42.77,-9.06,52.0,100,75,1.12,light rain,0.0,0.0
383,Sarankhola,BD,2019-11-12 03:29:45,22.31,89.79,78.06,78,0,4.12,clear sky,0.0,0.0
384,Huilong,CN,2019-11-12 03:29:45,31.15,106.5,61.54,70,100,2.17,overcast clouds,0.0,0.0
385,Karasjok,NO,2019-11-12 03:29:45,69.47,25.52,6.8,77,100,32.21,light snow,0.0,0.0
386,Hambantota,LK,2019-11-12 03:29:46,6.12,81.12,80.6,94,40,3.36,scattered clouds,0.0,0.0
387,Hong Gai,VN,2019-11-12 03:29:46,20.96,107.09,77.0,78,75,5.82,broken clouds,0.0,0.0
388,Muhos,FI,2019-11-12 03:29:46,64.81,26.0,26.6,92,90,3.36,overcast clouds,0.0,0.0
389,Chicama,PE,2019-11-12 03:29:46,-7.84,-79.15,64.4,82,90,8.05,mist,0.0,0.0
390,Foam Lake,CA,2019-11-12 03:29:46,51.65,-103.53,3.88,83,6,15.79,clear sky,0.0,0.0
391,Murgab,TM,2019-11-12 03:29:47,37.5,61.97,33.8,86,0,3.27,clear sky,0.0,0.0
392,Salcininkai,LT,2019-11-12 03:29:47,54.3,25.38,36.0,100,90,5.82,fog,0.0,0.0
393,Yerbogachen,RU,2019-11-12 03:29:47,61.28,108.01,-14.82,92,98,8.72,overcast clouds,0.0,0.0
394,Khromtau,KZ,2019-11-12 03:29:47,50.26,58.44,31.87,73,86,12.66,overcast clouds,0.0,0.0
395,Lumut,BN,2019-11-12 03:29:47,4.66,114.45,89.6,74,75,2.24,broken clouds,0.0,0.0
396,Valparaiso,US,2019-11-12 03:29:48,41.47,-87.06,26.6,86,90,11.41,light rain,0.0,0.0
397,Jamame,SO,2019-11-12 03:29:48,0.07,42.75,82.11,80,33,11.21,light rain,0.44,0.0
398,Kungurtug,RU,2019-11-12 03:29:48,50.6,97.53,-3.28,57,100,5.1,overcast clouds,0.0,0.0
399,Westport,US,2019-11-12 03:29:10,41.14,-73.36,57.99,100,75,4.7,broken clouds,0.0,0.0
400,Beringovskiy,RU,2019-11-12 03:29:48,63.05,179.32,34.74,96,100,24.99,light rain,1.13,0.0
401,Worland,US,2019-11-12 03:29:48,44.02,-107.96,8.01,84,1,5.82,clear sky,0.0,0.0
402,Guiren,TW,2019-11-12 03:29:49,22.97,120.29,82.4,54,20,4.7,few clouds,0.0,0.0
403,Santa Maria Da Vitoria,BR,2019-11-12 03:29:49,-13.39,-44.19,74.43,36,0,4.97,clear sky,0.0,0.0
404,Boa Vista,BR,2019-11-12 03:29:49,2.82,-60.67,84.2,62,44,5.82,light rain,0.5,0.0
405,Vardo,US,2019-11-12 03:29:49,39.62,-77.74,59.0,50,1,8.05,clear sky,0.0,0.0
406,Garowe,SO,2019-11-12 03:29:49,8.41,48.48,70.02,78,31,6.87,scattered clouds,0.0,0.0
407,Kutum,SD,2019-11-12 03:29:49,14.2,24.66,61.79,22,10,2.39,clear sky,0.0,0.0
408,Gol,IN,2019-11-12 03:29:50,25.38,72.44,77.79,51,85,2.46,overcast clouds,0.0,0.0
409,Rio Novo Do Sul,BR,2019-11-12 03:29:50,-20.86,-40.94,68.72,98,100,6.98,heavy intensity rain,28.81,0.0
410,Namatanai,PG,2019-11-12 03:29:50,-3.66,152.44,84.18,70,100,5.93,moderate rain,4.19,0.0
411,Sinnamary,GF,2019-11-12 03:29:50,5.38,-52.96,81.81,83,64,12.77,broken clouds,0.0,0.0
412,Meulaboh,ID,2019-11-12 03:29:50,4.14,96.13,79.61,77,58,2.59,broken clouds,0.0,0.0
413,Syracuse,US,2019-11-12 03:29:45,43.05,-76.15,30.0,100,90,5.82,mist,0.0,0.0
414,Sandnessjoen,NO,2019-11-12 03:29:51,66.02,12.63,32.0,72,100,19.46,overcast clouds,0.0,0.0
415,Chieri,IT,2019-11-12 03:29:51,45.01,7.82,44.01,100,90,6.93,fog,0.0,0.0
416,Muli,CN,2019-11-12 03:29:51,28.08,109.56,58.95,70,100,2.46,overcast clouds,0.0,0.0
417,Robertson,AU,2019-11-12 03:29:51,-34.59,150.59,95.0,5,75,17.22,broken clouds,0.0,0.0
418,Vila Velha,BR,2019-11-12 03:29:51,-3.71,-38.6,86.0,74,0,10.29,clear sky,0.0,0.0
419,Osorno,CL,2019-11-12 03:29:52,-40.57,-73.14,51.35,95,0,4.14,clear sky,0.0,0.0
420,Atambua,ID,2019-11-12 03:29:52,-9.11,124.89,85.23,62,0,6.89,clear sky,0.0,0.0
421,Sulangan,PH,2019-11-12 03:29:53,11.14,123.72,82.8,74,100,14.16,light rain,1.63,0.0
422,Khaga,IN,2019-11-12 03:29:53,25.77,81.1,73.99,49,0,3.36,clear sky,0.0,0.0
423,Lazarev,RU,2019-11-12 03:29:53,52.23,141.51,33.46,75,53,18.79,broken clouds,0.0,0.0
424,Tumut,AU,2019-11-12 03:29:53,-35.3,148.22,66.34,51,100,13.13,overcast clouds,0.0,0.0
425,Puerto Colombia,CO,2019-11-12 03:29:53,10.99,-74.96,82.4,83,40,9.17,scattered clouds,0.0,0.0
426,Tres Arroyos,AR,2019-11-12 03:29:54,-38.38,-60.28,58.93,87,95,17.98,light rain,1.81,0.0
427,Blagoyevo,RU,2019-11-12 03:29:54,63.37,47.92,20.55,93,100,11.7,snow,0.0,1.75
428,Gillette,US,2019-11-12 03:29:54,44.29,-105.5,17.6,67,1,12.75,clear sky,0.0,0.0
429,Chapais,CA,2019-11-12 03:29:54,49.78,-74.86,5.0,84,90,2.75,light snow,0.0,0.0
430,Champerico,MX,2019-11-12 03:29:54,16.38,-93.6,71.6,83,40,3.36,scattered clouds,0.0,0.0
431,Visnes,NO,2019-11-12 03:29:55,59.36,5.22,44.01,60,100,12.75,overcast clouds,0.0,0.0
432,Naryan-Mar,RU,2019-11-12 03:29:55,67.67,53.09,-4.11,94,0,5.23,clear sky,0.0,0.0
433,Saint-Junien,FR,2019-11-12 03:29:55,45.89,0.9,42.8,100,90,2.24,fog,0.0,0.0
434,Hovd,NO,2019-11-12 03:29:55,63.83,10.7,28.0,85,0,5.82,clear sky,0.0,0.0
435,Margate,AU,2019-11-12 03:29:55,-43.03,147.26,57.2,33,40,26.4,shower rain,0.0,0.0
436,Jamshedpur,IN,2019-11-12 03:29:55,22.8,86.2,73.4,60,0,4.7,haze,0.0,0.0
437,Santa Lucia,IT,2019-11-12 03:29:56,41.98,12.66,59.0,93,75,8.05,broken clouds,0.0,0.0
438,Karpogory,RU,2019-11-12 03:29:56,64.0,44.44,22.77,94,100,11.03,snow,0.0,1.63
439,Keti Bandar,PK,2019-11-12 03:29:56,24.14,67.45,77.27,57,100,6.78,overcast clouds,0.0,0.0
440,Ruteng,ID,2019-11-12 03:29:57,-8.61,120.46,85.6,46,0,7.45,clear sky,0.0,0.0
441,Kholodnyy,RU,2019-11-12 03:29:57,62.72,147.95,0.23,95,83,1.9,broken clouds,0.0,0.0
442,Kifri,IQ,2019-11-12 03:29:57,34.69,44.96,63.68,20,0,5.53,clear sky,0.0,0.0
443,Byron Bay,AU,2019-11-12 03:25:03,-28.65,153.62,98.6,48,0,18.34,clear sky,0.0,0.0
444,Contamana,PE,2019-11-12 03:29:57,-7.35,-75.01,73.06,88,100,2.21,overcast clouds,0.0,0.0
445,Ambulu,ID,2019-11-12 03:29:57,-8.35,113.61,79.65,81,4,10.0,clear sky,0.0,0.0
446,Marawi,PH,2019-11-12 03:29:58,8.0,124.29,84.0,72,100,1.99,light rain,0.81,0.0
447,Svetlogorsk,RU,2019-11-12 03:29:58,53.14,59.15,32.0,84,20,20.13,few clouds,0.0,0.0
448,Biltine,TD,2019-11-12 03:29:58,14.53,20.93,70.07,14,49,6.46,scattered clouds,0.0,0.0
449,Aitape,PG,2019-11-12 03:29:58,-3.15,142.36,83.43,72,100,10.18,overcast clouds,0.0,0.0
450,Selizharovo,RU,2019-11-12 03:29:58,56.86,33.45,38.5,81,100,10.38,overcast clouds,0.0,0.0
451,Coquimbo,CL,2019-11-12 03:29:59,-29.95,-71.34,57.2,82,0,4.7,clear sky,0.0,0.0
452,Yar-Sale,RU,2019-11-12 03:29:59,66.83,70.83,4.48,96,100,6.78,light snow,0.0,0.38
453,Gorlitz,CA,2019-11-12 03:29:59,51.46,-102.45,5.0,77,20,13.87,few clouds,0.0,0.0
454,Immokalee,US,2019-11-12 03:29:59,26.42,-81.42,73.99,88,1,4.7,clear sky,0.0,0.0
455,Kalaleh,IR,2019-11-12 03:29:59,37.38,55.49,42.8,75,0,1.77,clear sky,0.0,0.0
456,Deputatskiy,RU,2019-11-12 03:30:00,69.3,139.9,0.86,97,89,1.79,light snow,0.0,0.13
457,Tupik,RU,2019-11-12 03:30:00,54.43,119.94,-6.13,78,0,3.53,clear sky,0.0,0.0
458,Batemans Bay,AU,2019-11-12 03:30:00,-35.71,150.18,88.0,32,1,8.01,clear sky,0.0,0.0
459,Beberibe,BR,2019-11-12 03:30:00,-4.18,-38.13,86.0,74,4,10.29,clear sky,0.0,0.0
460,Bhaderwah,IN,2019-11-12 03:30:00,32.98,75.72,47.03,51,100,7.14,overcast clouds,0.0,0.0
461,Whyalla,AU,2019-11-12 03:30:01,-33.04,137.58,64.4,48,12,24.16,few clouds,0.0,0.0
462,Parrsboro,CA,2019-11-12 03:30:01,45.41,-64.33,36.0,100,90,14.99,light snow,0.0,0.0
463,Harper,US,2019-11-12 03:30:01,30.3,-99.24,32.0,86,90,20.8,light rain,0.0,0.0
464,Boysun,UZ,2019-11-12 03:30:01,38.2,67.2,41.83,56,0,0.25,clear sky,0.0,0.0
465,Mogadouro,PT,2019-11-12 03:30:02,41.34,-6.71,39.92,92,5,3.67,clear sky,0.0,0.0
466,Longyearbyen,NO,2019-11-12 03:30:02,78.22,15.63,33.8,80,90,19.46,light snow,0.0,0.0
